screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,retweet_rate,influence_score
grumpyvegan,3439,15097,160,3609,1632,173,4.3899,0.5409,0.0933,74,1.088,0.3015,60788,486.522,134.808,121.918,12.8865,1.5093,0.27,0.03,0.60,0.555,270.0197
GurneyJourney,1597,1583,82,12568,156,253,0.9912,0.0683,0.0701,4477,84.907,6.7558,2753,24.616,1.9586,124.59,14.4836,2.927,0.36,0.26,0.78,0.879,21.6375
gusdoraisbook,211,98,131,51,106,1,0.4645,0.4645,0.019,16,2.9481,4.451,74,1.961,2.9608,125.8701,14.3526,1.0,0.01,0.06,0.83,0.6753,1.3243
Guy_A_Rub,1561,545,149,648,339,12,0.3491,0.4382,0.048,95,2.1066,1.6775,79552,366.281,291.6682,117.2054,21.1268,1.1648,0.18,0.04,0.52,0.4419,161.8596
Guyism,3214,155618,112,29271,214,664,48.4188,1.9353,0.0582,5,0.231,0.0079,97653,107.816,3.6834,110.199,11.9954,1.2,0.01,0.05,0.96,0.279,30.0807
Gwelith,3090,95,66,75,540,2,0.0307,0.0401,0.0029,51,1.4194,1.76,29527,390.0538,483.6667,97.1505,28.8651,2.5,0.09,0.05,0.65,0.2258,88.0741
Gwenda,4206,141163,155,12438,945,498,33.5623,21.3376,0.0606,183,4.843,0.3894,45537,235.763,18.9551,86.256,20.0669,1.3462,0.05,0.07,0.30,0.37,87.2323
GyariSan1138,2125,14785,159,266,2162,16,6.9576,1.1647,0.3464,54,0.36,1.3534,273569,3975.847,14946.7932,129.814,3.7362,1.5625,0.05,0.10,0.31,0.756,3005.7403
hackaday,3714,43145,83,133422,3686,3385,11.6169,1.9262,0.039,539,24.898,0.1866,3074,12.468,0.0934,111.893,18.9858,1.1816,0.37,0.13,0.81,0.924,11.5204
hackadayio,1440,10980,120,18084,1752,509,7.625,5.3021,0.2007,87,5.084,0.2811,660,9.066,0.5013,125.609,21.9979,1.3402,0.39,0.15,0.74,0.796,7.2165
HacksterPro,1840,2909,158,18682,3645,473,1.581,1.8457,0.0788,200,21.529,1.1524,1764,14.1,0.7547,121.332,11.9371,1.1667,0.05,0.69,0.92,0.954,13.4514
HaldaneCreation,1665,354,157,353,1428,7,0.2126,0.2192,0.0084,27,0.436,0.4051,106,0.811,0.7535,84.1921,8.2664,1.1875,0.05,0.05,0.91,0.0732,0.0594
haloovfire,3874,2611,92,310,357,25,0.674,0.6541,0.0199,10,0.84,2.7097,105949,142.594,459.9806,77.367,17.3336,1.7581,0.19,0.12,0.37,0.179,25.5243
HalpernAlex,1783,105695,53,24457,895,321,59.2793,51.9086,0.0477,960,20.753,0.8486,93321,472.547,19.3215,65.783,2.4797,1.0,0.00,0.08,0.22,0.284,134.2033
hanka,3748,16784,65,448,430,7,4.4781,1.8877,0.0064,7,0.578,1.2902,24188,61.256,136.7321,68.613,14.8036,1.8356,0.22,0.01,0.60,0.041,2.5115
Hapy_One,2673,1397,152,470,610,42,0.5226,0.0905,0.1171,15,0.171,0.3638,71233,105.58,224.6383,90.754,14.4901,1.9966,0.29,0.12,0.34,0.318,33.5744
harryallen,3582,132212,85,21731,7308,712,36.9101,3.0262,0.0963,299,2.665,0.1226,228368,2657.084,122.2716,105.27,5.1173,1.7115,0.05,0.16,0.70,0.616,1636.7637
HashtagRadioNZ,2201,9687,107,2532,1615,66,4.4012,0.5607,0.1031,102,1.075,0.4246,62327,95.216,37.6051,96.925,15.7666,1.7588,0.51,0.21,0.61,0.602,57.32
haydnroff,2658,2687,84,63,82,0,1.0109,2.7464,0.0512,6,0.265,4.2063,410530,1254.599,19914.2698,64.877,10.3091,1.1698,0.05,0.04,0.07,0.175,219.5548
Hazel_ok,2476,13403,143,1686,1149,105,5.4132,16.0254,0.1511,174,2.523,1.4964,238905,1867.765,1107.8084,122.876,8.7761,1.2623,0.06,0.05,0.48,0.441,823.6844
HealthyVoyager,3617,40083,149,109151,5560,761,11.0818,0.0213,0.0058,10,0.354,0.0032,29,0.206,0.0019,109.708,26.9317,1.5984,0.25,0.52,0.98,0.083,0.0171
HealthyWrld,2063,198699,79,22884,4294,159,96.3156,0.1949,0.0097,3,0.101,0.0044,30,0.5,0.0218,106.317,4.2548,1.0909,0.14,0.60,1.00,0.052,0.026
HeavyCardboard,1502,39883,154,7869,1113,270,26.5533,38.755,0.1358,168,7.192,0.914,53645,72.608,9.2271,90.834,29.3718,1.197,0.20,0.12,0.26,0.318,23.0893
heckryan,2343,676,114,140,436,11,0.2885,0.2241,0.0994,15,0.2715,1.3071,369027,845.6499,4071.2,98.4703,19.1124,1.8805,0.34,0.07,0.47,0.3902,329.9726
heleenaw,3115,4702,134,1126,910,62,1.5095,0.0074,0.0504,24,0.588,0.5222,595,1.163,1.0329,102.413,34.6297,1.8293,0.50,0.05,0.75,0.197,0.2291
HelloDonald1,40,101,125,247,743,1,2.525,0.7,0.125,24,1.0149,0.2753,2512,41.9701,11.3846,115.806,31.5691,1.0278,0.54,0.13,0.78,0.3433,14.4084
HelloImpulse,866,708,122,319,391,10,0.8176,2.1028,0.2794,22,0.4531,1.0,137522,627.1236,1383.9969,117.0426,27.7484,1.9848,0.28,0.31,0.60,0.4503,282.3937
Hellsfire,3397,66141,52,605,314,45,19.4704,0.0,0.0,8,0.232,0.3835,2,0.045,0.0744,105.838,6.5923,1.158,0.44,0.12,0.27,0.039,0.0018
helpdesk_heroes,286,244,135,399,266,1,0.8531,0.5559,0.2483,7,0.1956,0.1103,1329,24.6489,13.8997,107.7778,24.9197,1.5,0.65,0.12,0.76,0.3689,9.093
HexyStudio,1041,230,111,233,193,8,0.2209,0.3141,0.0644,6,0.8173,0.691,70,2.4162,2.0429,117.736,31.8986,2.3455,0.28,0.10,0.65,0.4264,1.0303
Hey_BenB,578,1016,62,87,126,0,1.7578,4.4256,0.1107,30,1.0,11.4713,177479,244.5952,2805.8161,126.1393,17.0407,1.3333,0.02,0.02,0.67,0.1703,41.6546
HFCNews,3177,22246,22,124214,37662,657,7.0022,0.3283,0.0,3,0.191,0.0015,4,0.196,0.0016,123.357,7.0621,1.9983,0.58,0.00,1.00,0.182,0.0357
HFGEnthusiast,1039,3740,0,3426,3346,96,3.5996,0.0019,0.4706,19,0.732,0.2137,16,5.252,1.533,132.006,16.7035,2.1325,1.00,0.44,0.86,0.994,5.2205
highway_62,3391,182917,95,1773,1728,103,53.9419,12.4898,0.0209,243,2.014,1.1359,120116,278.806,157.251,88.158,1.7645,1.0714,0.01,0.05,0.27,0.168,46.8394
HiqHome,548,110,129,14,133,1,0.2007,0.0821,0.0347,2,0.0526,0.3571,26,0.8,5.4286,107.8,11.9042,2.8889,0.19,0.16,0.84,0.2421,0.1937
hobonora,3407,53434,120,17561,14658,1140,15.6836,0.3845,0.0056,14,1.023,0.0583,8,0.296,0.0169,114.114,22.5022,1.3913,0.12,0.62,0.97,0.219,0.0648
Hologram,1624,2532,156,3294,1381,108,1.5591,1.0567,0.0887,70,2.84,0.8622,4730,27.841,8.452,116.555,18.8672,1.6013,0.48,0.39,0.86,0.507,14.1154
HopeLNicholson,1803,92,124,6079,823,182,0.051,3.9468,0.0022,82,14.1053,0.0441,43,5.0,0.0156,108.0526,30.2626,1.0,0.05,0.05,0.32,0.4737,2.3685
HotTweetDeals,610,42930,0,82,59,213,70.377,0.0016,0.0,1,0.006,0.0732,1,0.005,0.061,128.91,58.909,1.5346,0.62,0.00,0.30,0.005,0.0
housefrau_,374,4643,114,167,214,0,12.4144,60.5775,0.4465,97,2.355,14.1018,179690,1516.471,9080.6647,78.404,14.8447,1.4737,0.04,0.46,0.20,0.225,341.206
HowToGM,894,2370,106,2428,1252,53,2.651,2.7271,0.1107,112,3.591,1.479,1142357,1269.574,522.8888,102.639,34.9866,1.9937,0.16,0.07,0.49,0.305,387.2201
howudish,456,2093,158,7716,4360,11,4.5899,0.7939,0.0329,9,0.394,0.0511,14,0.105,0.0136,132.155,41.6311,3.071,0.32,0.03,0.95,0.081,0.0085
Huckberry,2910,16279,38,39829,889,470,5.5942,3.8131,0.0041,162,12.725,0.3195,1809,3.728,0.0936,112.376,19.3514,1.0,0.05,0.19,0.66,0.549,2.0467
hudsyhawn,2735,2264,36,3846,306,38,0.8278,1.0146,0.1115,111,5.399,1.4038,23533,75.742,19.6937,113.837,29.5721,1.2527,0.18,0.39,0.54,0.809,61.2753
HULKk02,2528,136,0,314,2459,5,0.0538,1.5063,0.004,14,1.1926,0.5127,310440,2561.3481,1101.2166,90.4741,20.6137,2.7826,0.17,0.12,0.61,0.1926,493.3157
HumanBeanHeals,462,7299,156,499,473,4,15.7987,17.8074,0.2338,478,3.981,7.978,42681,137.022,274.5932,108.152,9.8513,1.2222,0.03,0.04,0.43,0.194,26.5823
humandiaries,2168,4135,154,101663,4120,69,1.9073,7.5115,0.0304,33,1.133,0.0111,764,2.137,0.021,98.821,29.4033,2.6961,0.75,0.47,0.81,0.175,0.374
hunchtheatre,39,21,159,40,100,0,0.5385,0.359,0.0513,10,1.4545,0.4,19,2.6364,0.725,111.5455,42.2509,0,0.00,0.00,0.64,0.3636,0.9586
hyperstarter,973,16199,155,3027,64,261,16.6485,4.6608,0.0154,9,0.66,0.218,867,1.836,0.6065,136.789,34.1032,1.9754,0.57,0.01,0.98,0.265,0.4865
IamKaylaVon,2819,21632,30,554,415,3,7.6736,0.8219,0.2444,35,0.162,0.2924,289412,18985.37,34269.6209,84.125,4.5443,1.1714,0.07,0.36,0.20,0.73,13859.3201
iamskyewalker,3418,1199,78,200,87,17,0.3508,0.0538,0.0173,12,0.565,2.825,114664,114.893,574.465,108.436,23.9013,1.8053,0.42,0.02,0.93,0.165,18.9573
IanRLiddle,2958,5383,136,337,489,29,1.8198,0.0409,0.0325,6,0.363,1.0772,299758,427.111,1267.3917,98.49,17.4843,1.5789,0.56,0.16,0.20,0.242,103.3609
ichray63,1757,3302,30,30,101,1,1.8793,2.2163,0.202,17,0.413,13.7667,317864,5179.391,172646.3667,90.402,8.3138,1.3053,0.13,0.12,0.14,0.386,1999.2449
idfgforum,2660,17370,107,24265,85,124,6.5301,0.0015,0.0019,40,0.81,0.0334,929,1.434,0.0591,111.669,11.9756,1.0,0.00,0.95,0.99,0.245,0.3513
IDWGames,1730,3086,14,5724,143,165,1.7838,0.7272,0.3867,483,5.603,0.9789,720,7.368,1.2872,130.989,20.6906,1.7447,0.38,0.20,0.48,0.89,6.5575
IDWPublishing,3784,18916,16,126876,727,2474,4.9989,0.7016,0.1631,1698,24.776,0.1953,5576,38.366,0.3024,135.487,22.7533,1.5025,0.39,0.08,0.45,0.975,37.4068
IFMU_Gaming,288,166017,142,3309,307,40,576.4479,3.2569,3.4653,2,0.003,0.0009,161,4.19,1.2662,135.838,16.1629,3.1581,0.64,0.04,0.40,0.999,4.1858
ifshesaysit,2613,2147,158,1921,3472,5,0.8217,0.1787,0.0077,11,0.375,0.1952,4343,9.168,4.7725,86.492,24.4776,2.5476,0.21,0.06,0.84,0.054,0.4951
IfusMoraine,3377,37851,135,8479,1608,53,11.2085,7.3145,0.0927,700,10.731,1.2656,168631,1282.893,151.3024,91.232,30.3155,1.4483,0.03,0.24,0.27,0.411,527.269
ignoblegnome,3546,2162,118,664,830,27,0.6097,0.5666,0.0127,407,1.651,2.4864,168587,345.833,520.8328,104.135,23.4283,1.3525,0.24,0.23,0.49,0.215,74.3541
IkosToys,1292,418,121,308,897,7,0.3235,0.3173,0.0472,10,0.5512,0.6818,24801,140.8346,174.2143,115.5223,37.1833,2.1346,0.41,0.29,0.69,0.3806,53.6017
IlincaMitchell,598,423,47,40,183,0,0.7074,1.6338,0.1672,8,0.4845,5.075,191949,1206.7041,12640.225,107.0263,32.9922,3.0208,0.34,0.16,0.57,0.3461,417.6403
Im_Sylien,3080,5421,135,340,362,13,1.7601,7.6873,0.0302,95,3.949,11.6147,232632,771.652,2269.5647,90.502,18.9208,1.2727,0.03,0.10,0.28,0.124,95.6848
IMAO_,3463,72734,154,19852,1361,1029,21.0032,8.7508,0.0803,13735,60.327,3.0388,161748,1835.516,92.46,110.772,2.8999,1.5,0.01,0.10,0.49,0.699,1283.0257
iMoGalore,2416,111539,152,3264,3419,413,46.1668,0.0004,0.0,5,0.176,0.0539,6,0.215,0.0659,134.88,23.3259,2.805,0.59,0.09,1.00,0.153,0.0329
incubatoredu,1573,1344,156,1377,904,73,0.8544,0.8023,0.1513,40,3.114,2.2614,584,4.512,3.2767,116.536,38.36,1.5833,0.64,0.19,0.51,0.642,2.8967
Indie_launchpad,812,25318,160,9536,6878,217,31.1798,4.4273,0.0357,16,1.149,0.1205,112,2.372,0.2487,100.547,-0.6635,1.1273,0.94,0.74,0.95,0.916,2.1728
indiebookpromos,2264,19534,159,11255,2969,358,8.6281,0.0256,0.1369,9,0.273,0.0243,310,4.656,0.4137,122.168,18.3868,1.5832,0.47,0.20,0.79,0.475,2.2116
IndieDiscoverer,452,1663,123,1205,890,14,3.6792,5.6947,0.3208,13,1.395,1.1577,210,5.194,4.3104,121.4,18.7845,4.7812,0.95,0.08,0.82,0.823,4.2747
IndieGameAllies,1536,32677,153,5297,3764,169,21.2741,7.3997,0.0312,11,1.411,0.2664,396,1.265,0.2388,110.177,29.5377,1.2742,0.06,0.01,0.91,0.216,0.2732
IndieGameLover,1502,69433,132,39965,18000,1152,46.227,5.7537,0.6398,37,0.444,0.0111,12783,38.417,0.9613,135.679,15.2483,3.5736,0.72,0.10,0.36,0.99,38.0328
indiesara,768,39,94,68,71,0,0.0508,0.043,0.0052,7,1.1282,0.6471,8142,209.3846,120.0882,65.1282,31.7854,1.0,0.03,0.18,0.15,0.2051,42.9448
IndieWolverine,937,1758,147,333,500,62,1.8762,2.0886,0.3863,27,0.523,1.5706,441222,2704.862,8122.7087,106.049,23.9959,2.0867,0.20,0.24,0.36,0.422,1141.4518
IndySaintsFC,1277,782,116,807,621,9,0.6124,0.2819,0.0415,115,5.1068,4.031,137,2.6075,2.0582,116.0848,25.9232,1.8098,0.61,0.27,0.54,0.6122,1.5963
infectedellis,673,400,23,184,19,0,0.5944,0.9361,0.0624,70,2.3003,4.288,49525,517.3061,964.3261,85.9971,23.8519,1.4615,0.04,0.35,0.20,0.2653,137.2413
infosolprovider,3084,3544,118,607,36,19,1.1492,0.0029,0.0049,3,0.068,0.112,24,0.187,0.3081,94.923,17.4087,1.8713,0.10,0.08,0.27,0.1,0.0187
InnaBoxDesign,2274,10781,160,2521,969,124,4.741,3.6631,0.0545,51,2.299,0.9119,678,2.591,1.0278,83.062,36.6464,1.3896,0.23,0.21,0.35,0.341,0.8835
InnuendoSquadS,1896,1101,148,4827,205,108,0.5807,0.4678,0.1092,170,4.195,0.8691,3628744,3765.375,780.0653,101.079,22.0063,2.9975,0.40,0.10,0.38,0.585,2202.7444
insertquesthere,1196,3198,125,250,342,13,2.6739,5.0217,0.2241,35,0.975,3.9,63410,503.362,2013.448,98.835,18.4363,1.2453,0.05,0.04,0.31,0.342,172.1498
inventivesrise,1441,755,152,620,661,56,0.5239,0.3178,0.052,27,1.1373,1.3629,233,1.3419,1.6081,124.459,33.0717,2.0899,0.61,0.13,0.82,0.3688,0.4949
investors_by,1243,9618,159,37151,34141,597,7.7377,7.1698,0.0088,39,0.709,0.0191,12,0.367,0.0099,136.404,15.9166,6.3701,0.99,0.00,0.99,0.267,0.098
InvictaWatchUS,196,321,157,176,170,0,1.6378,1.6173,0.2857,6,0.6489,1.1761,1645,6.5329,11.8409,115.9937,18.9156,2.6226,0.17,0.26,0.58,0.2257,1.4745
InvisionGameCom,2464,38873,117,5800,777,313,15.7764,1.0804,0.0248,15,1.034,0.1783,5927,14.158,2.441,116.633,5.5225,3.3679,0.88,0.01,0.93,0.586,8.2966
iotecglobal,1756,2985,146,1597,489,131,1.6999,0.5763,0.2267,19,1.322,0.8278,15692,19.549,12.2411,129.095,26.7075,1.9079,0.67,0.12,0.56,0.765,14.955
iotguide,1542,20125,72,29160,9879,1524,13.0512,3.131,0.0649,12,1.428,0.049,2026,4.745,0.1627,123.017,13.1096,1.9986,0.71,0.01,0.95,0.636,3.0178
ipadness,3036,20363,89,1997,1692,30,6.7072,0.0,0.0,5,0.091,0.0456,2,0.023,0.0115,62.596,5.5633,0,0.00,0.02,1.00,0.022,0.0005
IrregularMag,3083,1552,108,1179,389,31,0.5034,0.0156,0.0049,5,0.257,0.218,49,0.269,0.2282,76.663,13.1183,1.25,0.01,0.01,0.93,0.133,0.0358
IsatisSnowfox,2198,5217,57,39,36,2,2.3735,0.0241,0.0173,14,0.31,7.9487,14369,64.631,1657.2051,86.854,20.85,1.193,0.06,0.01,0.09,0.055,3.5547
ISS_Software,3281,16481,49,299,324,18,5.0232,0.0,0.0,1,0.02,0.0669,3,1.006,3.3645,77.651,6.946,0,0.00,0.00,1.00,1.0,1.006
Ivaninovuelven,2506,288,106,51,98,0,0.1149,0.0435,0.0243,6,0.1979,1.098,45223,427.4841,2372.1176,100.3004,-0.1702,1.1538,0.32,0.07,0.13,0.3074,131.4086
izthete,1552,24769,27,2100,312,13,15.9594,64.1772,0.2281,187,2.338,1.1133,174765,4833.356,2301.5981,73.277,18.952,1.3077,0.01,0.18,0.25,0.446,2155.6768
JackeyCarkey,1411,10067,149,115,165,3,7.1347,34.6924,0.3388,35,1.182,10.2783,160045,1883.909,16381.8174,98.989,32.8211,1.359,0.08,0.20,0.21,0.524,987.1683
jacobleewick,3164,1473,44,3827,236,27,0.4655,0.4665,0.0566,273,6.517,1.7029,19503,23.251,6.0755,66.779,21.3096,1.2708,0.05,0.14,0.41,0.402,9.3469
jacquenodell,2984,5820,157,760,540,43,1.9504,2.306,0.1049,236,2.295,3.0197,135655,542.613,713.9645,104.458,35.9679,1.8374,0.20,0.18,0.45,0.478,259.369
jaeminIuvr,1416,123184,17,1661,184,81,86.9944,10.5424,0.214,27,0.879,0.5292,513298,4264.538,2567.4521,63.463,8.343,3.3134,0.07,0.23,0.29,0.371,1582.1436
Jaggededgegear,2138,3379,134,9733,8230,135,1.5804,0.0019,0.0,61,3.422,0.3516,46,1.34,0.1377,118.714,14.8382,1.8229,0.80,0.76,1.00,0.618,0.8281
jalangevine,1556,3088,27,455,1195,35,1.9846,1.3425,0.1607,16,0.272,0.5978,359406,1557.436,3422.9363,81.121,22.3905,1.2883,0.27,0.11,0.42,0.281,437.6395
jam_hirons,2704,148057,155,2773,2150,1244,54.7548,1.0255,0.3661,1,0.005,0.0018,537,3.128,1.128,128.431,21.3991,2.2381,0.84,0.09,0.57,0.989,3.0936
jamahans,3475,2508,98,329,910,63,0.7217,1.1047,0.1678,23,0.712,2.1641,209001,1049.05,3188.6018,107.112,25.5069,1.2381,0.46,0.16,0.31,0.694,728.0407
james_irvs,1532,160,155,67,101,6,0.1044,0.0764,0.0548,6,0.2125,0.5075,44072,560.0312,1337.3881,109.2875,21.1158,1.4,0.19,0.09,0.28,0.5563,311.5454
james_r_eads,2059,1214,65,2165,105,30,0.5896,0.0024,0.0029,16,1.728,0.7982,16,0.555,0.2564,94.532,14.8636,1.125,0.02,0.00,0.99,0.364,0.202
james3neal,3981,69334,139,9121,9988,712,17.4162,22.1841,0.1025,45,1.408,0.1544,58710,177.16,19.4233,116.415,20.7506,1.4197,0.39,0.09,0.57,0.598,105.9417
JamesandKarla,3152,8264,126,750,255,33,2.6218,0.1843,0.0143,22,1.959,2.612,41,0.68,0.9067,98.478,16.3907,1.5145,0.17,0.17,0.80,0.269,0.1829
jamesburk,3770,365,101,308,652,22,0.0968,0.0244,0.018,19,0.6445,0.724,935560,2823.6358,3172.0065,114.7572,12.3319,2.0764,0.42,0.03,0.79,0.6156,1738.2302
Jamie1km,3636,40789,81,2125,1103,140,11.2181,1.0677,0.0432,53,0.971,0.4569,109253,683.431,321.6146,101.936,11.7856,1.5714,0.11,0.10,0.49,0.29,198.195
jamiekinney,3449,2248,144,539,296,45,0.6518,0.6645,0.1505,190,1.51,2.8015,1701886,5348.961,9923.8609,112.163,26.2931,1.481,0.24,0.17,0.37,0.641,3428.684
JarlDM,1179,561,117,505,582,15,0.4758,0.151,0.0153,20,0.7679,0.7663,5456,13.5377,13.5109,89.9028,17.0478,1.2917,0.05,0.02,0.88,0.1429,1.9345
JasonElsom,3359,55108,159,125654,38557,1681,16.4061,5.6535,0.1218,199,3.442,0.0274,176142,1234.626,9.8256,94.403,8.5935,1.5063,0.16,0.24,0.51,0.775,956.8352
JasonSuttonUKI,1339,490,133,213,221,18,0.3659,0.0239,0.0291,6,0.4206,0.9202,75,0.8155,1.784,121.073,19.6435,1.3544,0.88,0.17,0.95,0.2597,0.2118
JaxOfBo,1739,58130,106,1508,1149,31,33.4273,35.0955,0.2289,49,1.18,0.7825,184172,2666.618,1768.3143,81.176,19.7458,1.2883,0.11,0.21,0.17,0.442,1178.6452
jbahra007,3087,32,4,0,2,0,0.0104,0.001,0.0,1,0.0312,0,1,0.0312,0,60.1562,4.5456,0,0.00,0.00,0.94,0.0312,0.001
jbaredesign,3621,4733,66,368,228,45,1.3071,0.1511,0.0329,9,0.227,0.6168,4168,23.546,63.9837,91.078,23.0867,1.2289,0.17,0.06,0.54,0.157,3.6967
jbolognino,3634,28702,145,4403,1777,155,7.8982,14.0773,0.0955,182,0.977,0.2219,273613,4164.142,945.7511,85.718,10.8148,1.3929,0.06,0.10,0.45,0.391,1628.1795
jdaman79,2766,1555,157,123,230,3,0.5622,3.2289,0.2104,18,0.385,3.1301,232939,1913.185,15554.3496,105.715,16.2447,1.4174,0.22,0.11,0.35,0.6,1147.911
JeffMiracola,2297,1608,45,1567,552,59,0.7,0.6134,0.0792,140,3.651,2.3299,4665,10.178,6.4952,114.154,25.6538,3.1131,0.39,0.09,0.68,0.411,4.1832
jeffwow,3749,272,72,15,121,0,0.0726,0.0,0.0149,2,0.1976,3.2667,8575,111.4113,1842.0,122.0645,40.5325,3.2838,0.30,0.04,0.74,0.3185,35.4845
Jewson,2685,11937,160,25288,2194,220,4.4458,1.543,0.0853,209,2.732,0.108,829,2.918,0.1154,122.338,33.0026,1.3622,0.18,0.12,0.47,0.489,1.4269
JFC_RU,1173,2123,155,635,310,150,1.8099,0.8645,0.2208,12,1.198,1.8866,250,1.99,3.1339,131.018,30.3352,1.561,0.53,0.11,0.72,0.533,1.0607
JFGarrard,2091,10649,158,1188,1835,72,5.0928,0.3969,0.3314,34,0.363,0.3056,312613,2293.668,1930.697,123.049,13.1875,2.0167,0.36,0.21,0.45,0.766,1756.9497
jgreco,4011,17917,152,1488,296,76,4.467,6.629,0.0304,53,1.043,0.7009,211520,882.667,593.1902,82.502,9.0007,1.1429,0.01,0.07,0.41,0.169,149.1707
JhedronLuckspar,1466,93514,138,10041,9511,717,63.7885,1.9468,0.1617,2,0.074,0.0074,8389,30.573,3.0448,111.279,1.7597,4.2137,0.77,0.14,0.81,0.402,12.2903
JimmyJLess,1625,11976,70,2312,457,20,7.3698,10.3145,0.064,62,6.509,2.8153,67408,171.23,74.0614,78.04,29.155,1.3636,0.03,0.21,0.35,0.493,84.4164
Jipin,3407,39185,40,1456,920,39,11.5013,7.3223,0.0561,52,0.942,0.647,189443,1134.6,779.2582,89.633,15.3704,1.5368,0.10,0.19,0.22,0.209,237.1314
JLC613Mitz,226,725,102,1816,1986,0,3.208,7.1416,0.4248,6,0.3242,0.1046,18376,76.8276,24.7913,112.5205,42.8985,2.4317,0.39,0.02,0.87,0.2338,17.9623
jlobkowicz,1804,3130,92,635,686,20,1.735,2.9008,0.0028,58,2.336,3.6787,117701,141.95,223.5433,95.695,25.6819,1.6575,0.15,0.13,0.39,0.07,9.9365
jmawhite,1028,875,41,258,1014,6,0.8512,0.7364,0.1304,93,0.6923,2.093,92277,342.4667,1035.3643,108.8218,16.7333,1.218,0.17,0.11,0.57,0.259,88.6989
joanatype,3223,2173,117,1048,887,44,0.6742,0.7934,0.0332,77,1.13,1.0782,170407,171.593,163.7338,72.548,22.7835,1.7131,0.24,0.33,0.39,0.169,28.9992
JoeGKushner,3449,55111,92,6017,5771,120,15.9788,0.5016,0.1879,10,0.228,0.0379,71542,629.262,104.5807,115.98,12.6909,2.0369,0.22,0.20,0.38,0.675,424.7519
Joel_Couture,2562,16302,158,2948,609,110,6.363,5.9438,0.1768,147,2.744,0.9308,11861,89.272,30.2822,122.072,17.507,1.9882,0.09,0.24,0.54,0.67,59.8122
Joelnorden,3242,992,146,156,365,4,0.306,0.1888,0.0404,19,0.2503,1.5833,281756,680.9828,4308.5256,71.2725,19.1186,1.8693,0.16,0.02,0.60,0.1874,127.6162
joephillipsart,3005,1324,75,1605,98,60,0.4406,0.9095,0.024,151,4.636,2.8885,52296,237.576,148.0224,69.37,26.0882,1.9718,0.07,0.42,0.09,0.386,91.7043
JoeyAtlas,3718,986,142,778,382,16,0.2652,0.1296,0.0347,4,0.1607,0.2031,581,0.7111,0.8985,106.0692,31.9301,1.8485,0.13,0.04,0.22,0.0651,0.0463
johnbiggs,4147,926,156,38930,13096,2006,0.2233,0.1601,0.1013,55,0.6569,0.0098,201698,2544.0121,37.9021,104.0172,0.294,2.0513,0.07,0.21,0.28,0.7741,1969.3197
johndumelo1,2666,8816,118,482617,1662,496,3.3068,0.6084,0.1005,5302,286.215,0.593,8505,62.164,0.1288,78.577,19.3322,1.3,0.09,0.12,0.59,0.969,60.2369
johnguzlowski,2228,24644,126,9905,8139,206,11.061,3.5099,0.2181,588,9.621,0.9713,169285,352.425,35.5805,95.1,9.3383,1.7209,0.04,0.07,0.23,0.721,254.0984
johnhalton,3617,14442,146,1373,294,81,3.9928,0.452,0.1004,71,1.006,0.7327,144368,1090.928,794.5579,116.567,7.6081,1.2075,0.05,0.13,0.49,0.485,529.1001
Johnrap,3429,829,160,52601,51171,70,0.2418,0.4958,0.0315,66,2.3812,0.0337,6327,47.2846,0.6697,100.6725,16.2083,1.5541,0.10,0.12,0.24,0.3087,14.5967
jojojeje,3400,9590,95,321,270,12,2.8206,0.1744,0.0212,23,0.835,2.6012,33510,145.746,454.0374,117.475,28.9997,1.3788,0.26,0.34,0.51,0.151,22.0076
JonathanBobrow,3384,4730,150,770,447,37,1.3978,1.7125,0.0567,38,1.004,1.3039,252104,1080.715,1403.526,109.868,42.134,1.2632,0.17,0.14,0.52,0.288,311.2459
jonnybaker,3496,4369,0,3391,475,121,1.2497,0.242,0.0538,32,1.793,0.5288,16642,43.933,12.9558,86.114,25.2853,1.3203,0.23,0.04,0.53,0.392,17.2217
jonnywrgray,1964,915,108,1262,1203,27,0.4659,0.862,0.0015,56,2.3893,1.7266,24,0.3629,0.2623,71.4846,23.6873,3.3824,0.04,0.28,0.19,0.1404,0.051
jonsamuelson,3425,39158,160,16098,4451,846,11.433,1.3434,0.0336,59,3.324,0.2065,177008,206.899,12.8525,121.13,26.346,1.6339,0.37,0.22,0.66,0.347,71.794
JonSchnepp,2554,21005,157,64085,2009,471,8.2244,39.4354,0.1366,1191,45.024,0.7026,168393,2766.76,43.1733,108.386,12.3772,1.6216,0.22,0.09,0.43,0.745,2061.2362
jordan_long95,2283,4637,42,123,409,5,2.0311,0.6798,0.0206,6,0.647,5.2602,677052,1475.364,11994.8293,86.594,16.8401,1.5094,0.53,0.04,0.25,0.067,98.8494
JorgeBucaran,664,2313,145,1137,82,29,3.4834,0.0979,0.6325,177,1.741,1.5312,126550,506.475,445.4485,102.677,20.2411,1.7266,0.13,0.09,0.38,0.526,266.4059
