screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,retweet_rate,influence_score,Followwonk,,
LEONR0MER,2976,3082,47,9295,1901,69,1.0356,0.8458,0.0047,85,3.692,0.3972,75,8.588,0.9239,96.471,30.8165,1.1866,0.27,0.3,0.11,0.312,2.6795,32,,
GMorts_Chaotica,1925,4053,108,568,242,19,2.1055,0.1444,0.0192,39,0.806,1.419,5996,12.123,21.3433,110.4,5.4062,1.6311,0.37,0.73,0.92,0.219,2.6549,41,,
Boardgame_girl1,399,3704,158,2342,425,47,9.2832,23.4536,0.0251,135,5.148,2.1981,23683,23.856,10.1862,106.831,34.7261,1.7435,0.35,0.07,0.42,0.111,2.648,51,,
circusposterus,3355,6110,63,3647,565,106,1.8212,0.1523,0.0972,54,1.892,0.5188,652,3.589,0.9841,121.826,16.9793,1.7986,0.14,0.27,0.71,0.731,2.6236,49,,
hanka,3748,16784,65,448,430,7,4.4781,1.8877,0.0064,7,0.578,1.2902,24188,61.256,136.7321,68.613,14.8036,1.8356,0.22,0.01,0.6,0.041,2.5115,21,,
CEPData,3315,15523,121,18974,549,674,4.6827,0.9611,0.1611,18,1.081,0.057,86,2.845,0.1499,132.427,29.7104,1.2521,0.12,0.01,0.54,0.84,2.3898,58,,
techpp,3079,4846,95,1955,8,26,1.5739,0.026,0.0208,98,4.188,2.1422,173,3.058,1.5642,123.558,15.0297,2.4688,0.06,0.61,0.93,0.779,2.3822,71,,
bikeradar,3527,33571,134,142783,3373,3036,9.5183,0.5512,0.0079,404,11.261,0.0789,406,3.225,0.0226,107.27,15.8648,1.0556,0.04,0.51,0.97,0.734,2.3671,66,,
EdGameTec,826,528123,153,15229,330,10495,639.3741,0.6017,1.2058,1,0.003,0.0002,339,2.366,0.1554,127.667,20.5497,2.2631,0.8,0.13,0.7,1,2.366,75,,
liverpoolimages,3696,18203,154,8016,5091,100,4.9251,3.2716,0.0998,579,12.785,1.5949,186,4.053,0.5056,83.882,26.0263,1.3382,0.2,0.21,0.32,0.562,2.2778,68,,
indiebookpromos,2264,19534,159,11255,2969,358,8.6281,0.0256,0.1369,9,0.273,0.0243,310,4.656,0.4137,122.168,18.3868,1.5832,0.47,0.2,0.79,0.475,2.2116,45,,
wccftechdotcom,4071,56645,153,46567,80,192,13.9143,0.0268,0.1019,113,2.837,0.0609,51,2.462,0.0529,128.384,3.0485,1,0,0.45,0.86,0.896,2.206,73,,
DynamiteComics,2775,34958,159,57331,2692,916,12.5975,5.7924,0.0984,146,4.654,0.0812,257,2.943,0.0513,130.137,12.3651,1.2147,0.35,0.04,0.76,0.744,2.1896,69,,
mabelhood,3565,47940,57,37231,24357,833,13.4474,6.6474,0.0482,49,2.954,0.0793,1092,4.039,0.1085,113.061,45.0168,1.5026,0.38,0.08,0.59,0.541,2.1851,58,,
Indie_launchpad,812,25318,160,9536,6878,217,31.1798,4.4273,0.0357,16,1.149,0.1205,112,2.372,0.2487,100.547,-0.6635,1.1273,0.94,0.74,0.95,0.916,2.1728,64,,
PrintNinja,2857,4884,128,2642,1567,102,1.7095,0.6272,0.0154,15,0.971,0.3675,9150,9.62,3.6412,121.56,43.2164,1.7137,0.24,0.04,0.84,0.224,2.1549,44,,
RicksterRicks,2825,179165,71,962,746,75,63.4212,1.8627,0.0053,13,0.232,0.2412,26353,42.242,43.9106,100.497,-4.0909,2.7538,0.07,0.12,0.67,0.05,2.1121,67,,
moon_mxtr,3182,2829,110,1618,195,88,0.8891,0.0544,0.0053,149,12.774,7.8949,429,2.909,1.7979,91.047,17.5241,2.1313,0.73,0.64,0.58,0.723,2.1032,50,,
dicetower_news,1441,3232,0,15656,10,328,2.2429,0.535,0.0021,62,8.612,0.5501,30,2.775,0.1772,109.844,2.8887,1.5,0,0.8,0.95,0.749,2.0785,48,,
sdesatoff,2837,11228,153,405,1206,15,3.9577,3.632,0.0092,29,1.293,3.1926,19890,20.875,51.5432,78.665,12.8374,1,0.01,0.14,0.24,0.099,2.0666,42,,
beyondbasicspt,3082,4221,150,1479,1112,52,1.3696,1.524,0.0243,21,1.281,0.8661,6192,7.336,4.9601,135.738,12.7303,2.3472,0.77,0.03,0.89,0.28,2.0541,46,,
bikepackingcom,2364,1207,152,6217,393,132,0.5106,0.2728,0.0021,102,10.566,1.6995,26,2.835,0.456,124.954,16.3412,1.0642,0.3,0.35,0.91,0.723,2.0497,50,,
Huckberry,2910,16279,38,39829,889,470,5.5942,3.8131,0.0041,162,12.725,0.3195,1809,3.728,0.0936,112.376,19.3514,1,0.05,0.19,0.66,0.549,2.0467,57,,
mylin1,2763,18965,142,2355,1614,60,6.8639,7.4408,0.0275,34,2.036,0.8645,11969,12.834,5.4497,74.522,32.9783,1.2059,0.03,0.2,0.17,0.159,2.0406,57,,
OneCritWonder,3296,1163,38,74,71,2,0.3529,0,0.0036,90,1.418,19.1622,13890,23.152,312.8649,106.634,15.3999,1.7037,0.22,0.04,0.31,0.087,2.0142,2,,
mashup_coub,406,2816,48,67,13,1,6.936,0.0025,0,5,2.146,32.0299,3,1.991,29.7164,49.449,0.0877,1,0.04,0,1,0.994,1.9791,26,,
ValiantFireside,2189,2965,109,1405,895,14,1.3545,1.3545,0.1169,6,0.506,0.3601,452,5.151,3.6662,115.085,29.913,1.3898,0.41,0.21,0.64,0.381,1.9625,44,,
Kaboobi,3506,60221,99,613,495,20,17.1766,0.1597,0.008,18,0.837,1.3654,15986,35.033,57.1501,72.299,8.8454,1,0,0.11,0.17,0.056,1.9618,3,,
RhysticStudies,1371,10512,124,6843,420,56,7.6674,9.8001,0.062,568,20.969,3.0643,2563,7.682,1.1226,76.086,18.0317,1.2281,0.06,0.12,0.21,0.252,1.9359,62,,
PEG_Games,1795,2432,94,2262,189,80,1.3549,0.9348,0.0262,67,5.212,2.3042,82,2.832,1.252,125.1,17.0283,1.3735,0.32,0.1,0.83,0.674,1.9088,56,,
NeowinFeed,3733,60493,71,31312,4,1601,16.2049,0.0137,0,57,3.867,0.1235,25,2.26,0.0722,126.128,2.9729,1.8521,0.57,0.69,1,0.84,1.8984,67,,
aboardgamelife,3279,5107,164,622,705,21,1.5575,4.6435,0.0744,23,1.732,2.7846,2261,5.938,9.5466,106.577,33.9595,1.4205,0.18,0.17,0.42,0.317,1.8823,51,,
BoardGameAcad,449,32135,0,1234,334,18,71.5702,3.1782,2.0757,8,0.056,0.0454,46,1.919,1.5551,131.048,18.4885,2.5268,0.75,0.1,0.4,0.953,1.8288,43,,
cEvinKey,3311,2498,0,10342,69,196,0.7545,0.0619,0.0006,266,12.789,1.2366,78,2.711,0.2621,81.25,19.0449,2.1429,0.02,0,0.88,0.673,1.8245,45,,
GeekGirlCon,2892,49934,160,31644,1839,1389,17.2663,0.7306,0.0003,1460,8.275,0.2615,371,2.74,0.0866,112.106,15.8329,1.0887,0.25,0.27,0.87,0.65,1.781,66,,
modaco,3203,2296,92,16507,4,673,0.7168,0.0006,0.0222,12,0.663,0.0402,552,2.732,0.1655,82.779,14.6221,1,0.01,0,0.9,0.647,1.7676,29,,
CanBlogHouse,3331,108344,148,21996,20416,880,32.526,5.148,0.0555,433,1.352,0.0615,3044,6.297,0.2863,87.119,47.647,1.8577,0.24,0.05,0.3,0.28,1.7632,68,,
tedvickey,3487,26219,151,4315,4611,311,7.5191,0.6358,0.0399,11,0.379,0.0878,1149,8.843,2.0494,109.593,9.8697,1.3056,0.07,0.31,0.67,0.198,1.7509,47,,
MarieSexton,2907,39924,115,4088,793,172,13.7337,2.3402,0.0636,45,1.477,0.3613,2278,7.397,1.8094,106.188,14.9317,1.7797,0.23,0.11,0.42,0.235,1.7383,51,,
SocialSnowflake,1625,7032,140,16296,11340,332,4.3274,2.1625,0.0923,15,0.745,0.0457,1047,4.677,0.287,97.398,33.7522,1.5124,0.45,0.15,0.45,0.363,1.6978,30,,
rtehrani,4080,56615,159,18599,20084,689,13.8762,2.0252,0.0358,13,0.733,0.0394,760,4.068,0.2187,104.101,6.0807,2.7832,0.23,0.03,0.89,0.412,1.676,69,,
tcgtrendsetters,1161,20564,0,1765,4840,114,17.7123,0.5909,0.0112,3,0.038,0.0215,56847,59.274,33.583,114.238,50.2905,4.1,0.01,0.07,0.99,0.028,1.6597,50,,
CircleofBooks,1845,754713,129,41569,29197,1372,409.0585,6.9192,0.0103,14,0.458,0.011,28,2.353,0.0566,107.406,-2.8763,3.3102,1,0.66,0.99,0.695,1.6353,82,,
UltSurvivalTips,2208,1390,160,4675,212,47,0.6295,0.0018,0.0009,12,1.308,0.2798,7596,7.867,1.6828,114.032,25.2215,2.5066,0.3,0,0.97,0.206,1.6206,30,,
cooldealselect,667,11718,123,7564,6938,968,17.5682,12.057,0.2219,31,0.362,0.0479,2491,5.932,0.7842,93.755,17.6226,2.0403,0.15,0.19,0.83,0.272,1.6135,46,,
StealthoInfo,140,10654,84,3763,3995,47,76.1,139.5143,5.2571,3,0.081,0.0215,202,2.145,0.57,130.676,32.1905,2.4078,0.84,0.04,0.51,0.752,1.613,60,,
LDuckGames,856,1719,69,2431,822,43,2.0082,3.7664,0.3738,56,2.007,0.8256,1484,3.44,1.4151,90.691,30.0151,1.8807,0.22,0.17,0.26,0.463,1.5927,46,,
sonicstate,3719,20496,23,20826,182,581,5.5112,0.0704,0.0218,273,6.249,0.3001,124,2.516,0.1208,123.649,14.1563,1.8061,0.1,0.29,0.87,0.631,1.5876,60,,
Androidheadline,3293,233948,94,572409,485,3808,71.044,0.1789,0.1051,77,6.03,0.0105,19,1.929,0.0034,117.488,8.5118,3.9205,0.15,0.85,1,0.816,1.5741,76,,
DJFrankieee,3328,121224,146,12044,13341,3424,36.4255,4.4666,0.0192,7,0.301,0.025,4785,8.408,0.6981,126.682,10.9917,2.1586,0.93,0.45,0.94,0.187,1.5723,57,,
WoWChallenges,1179,11937,147,1407,882,27,10.1247,10.5013,0.3223,29,2.002,1.4229,678,2.264,1.6091,109.883,26.1096,1.5856,0.11,0.1,0.54,0.683,1.5463,54,,
ETBoardGames,2452,8081,37,6681,1999,85,3.2957,25.6313,0.0053,18,2.334,0.3493,438,3.378,0.5056,109.942,38.2429,1.616,0.38,0.2,0.85,0.455,1.537,55,,
nashvillesounds,3364,28241,158,31724,769,707,8.3951,2.4165,0.0327,507,6.102,0.1923,115,2.312,0.0729,119.452,19.427,1.196,0.25,0.12,0.61,0.662,1.5305,68,,
wristreview,2012,2860,78,3509,891,65,1.4215,0.2157,0.0005,19,2.106,0.6002,15,1.551,0.442,135.744,4.0506,5.2471,0.94,0,0.99,0.977,1.5153,47,,
ta_hernandez5,1108,6621,160,1628,1322,52,5.9756,11.769,0.0307,24,3.291,2.0215,5926,12.277,7.5412,120.772,27.8279,1.1099,0.18,0.06,0.69,0.123,1.5101,58,,
designtaxi,3765,144020,109,506636,81,12877,38.2523,0.0013,0,167,7.419,0.0146,38,2.315,0.0046,88.673,15.0373,1,0,0.12,1,0.65,1.5048,78,,
Jewson,2685,11937,160,25288,2194,220,4.4458,1.543,0.0853,209,2.732,0.108,829,2.918,0.1154,122.338,33.0026,1.3622,0.18,0.12,0.47,0.489,1.4269,58,,
GadgetsLiving,329,4437,136,871,5001,4,13.4863,80.7933,0.5623,5,0.167,0.1917,622,5.057,5.806,107.353,11.4784,1.3093,0.54,0.03,0.94,0.281,1.421,44,,
JennSandercock,2505,4599,153,3100,747,103,1.8359,4.0635,0.0236,358,10.625,3.4274,1404,5.177,1.67,110.201,30.633,1.2845,0.12,0.08,0.45,0.273,1.4133,55,,
alpoma,3836,18873,152,3801,1291,337,4.92,0.5467,0.0368,81,1.848,0.4862,226,2.696,0.7093,96.125,3.9913,1.6157,0.26,0.12,0.76,0.519,1.3992,55,,
ScontiDaCinema,991,1332,48,4660,4381,15,1.3441,0.226,0.0242,22,2.045,0.4388,10,1.519,0.326,118.371,1.6914,1.2889,0.23,0.72,1,0.919,1.396,42,,
wnt_news,1320,18206,158,1582,397,76,13.7924,35.4727,0.0652,44,2.678,1.6928,508,3.357,2.122,124.39,3.5263,1.9565,0.69,0.48,0.88,0.411,1.3797,62,,
t_unmasked,958,12159,126,1118,97,11,12.6921,6.2296,0.1482,429,5.694,5.093,415,4.233,3.7862,92.589,18.3347,1.5725,0.13,0.17,0.41,0.323,1.3673,50,,
coopershill1,1975,16886,128,1474,1007,72,8.5499,3.9352,0.037,14,0.893,0.6058,1325,4.197,2.8474,111.94,26.6575,2.1307,0.7,0.13,0.76,0.319,1.3388,50,,
PubMeeple,1170,1769,157,1058,1484,40,1.512,1.006,0.1607,19,1.152,1.0888,1235,4.172,3.9433,112.231,29.0505,1.5843,0.33,0.07,0.54,0.316,1.3184,41,,
palettegear,1712,2633,136,3037,2688,109,1.538,1.5841,0.1595,86,1.251,0.4119,159,2.188,0.7204,121.297,31.8129,1.4695,0.26,0.13,0.48,0.598,1.3084,48,,
StarlingGames,3293,6431,136,9681,423,280,1.9529,0.4251,0.1087,58,1.801,0.186,608,2.404,0.2483,106.835,29.1997,1.4007,0.27,0.17,0.54,0.544,1.3078,39,,
beastsofwar,3386,30316,106,15417,73,308,8.9533,0.272,0.0056,56,7.263,0.4711,40,2.045,0.1326,134.345,15.3396,1.225,0.36,0.02,0.96,0.633,1.2945,57,,
Squach,4141,13507,62,2859,743,170,3.2618,0.2099,0.021,407,1.978,0.6919,1396,4.604,1.6104,116.684,19.982,1.2143,0.08,0.03,0.43,0.28,1.2891,49,,
Legendstabletop,1238,9996,31,2083,1389,75,8.0743,10.7456,0.0808,29,1.633,0.784,2588,3.786,1.8176,85.497,16.3959,1.6139,0.16,0.12,0.49,0.327,1.238,56,,
VIAwesome,3351,66530,113,140779,9,2063,19.8538,1.6673,0.0039,155,5.53,0.0393,68,2.009,0.0143,116.264,4.8072,1.1458,0.24,0.86,0.93,0.596,1.1974,73,,
PapaLemonBooks,2771,5560,160,14410,13532,149,2.0065,1.1245,0.0256,58,1.669,0.1158,668,3.082,0.2139,108.956,23.4222,2.2139,0.42,0.07,0.51,0.385,1.1866,52,,
BeardWags,1243,1227,122,423,1042,16,0.9871,0.0636,0.0708,45,0.508,1.2009,1681,4.049,9.5721,112.271,25.7836,2.7929,0.59,0.09,0.34,0.289,1.1702,1,,
TheRpgAcademy,2147,32571,114,4633,641,205,15.1705,9.3791,0.1029,91,4.101,0.8852,253,2.425,0.5234,112.975,19.4105,1.5253,0.2,0.1,0.49,0.48,1.164,61,,
UDOO_Board,1916,7225,102,4661,1523,305,3.7709,0.8048,0.1608,37,1.317,0.2826,68,1.903,0.4083,110.44,23.8773,2.1754,0.55,0.24,0.56,0.609,1.1589,53,,
beziergames,1922,5616,159,12560,191,342,2.922,4.3033,0.1322,175,4.6,0.3662,303,2.025,0.1612,112.833,39.5785,1.5919,0.47,0.12,0.47,0.568,1.1502,58,,
MissionHealthNC,3352,8593,107,7673,1566,207,2.5635,0.6489,0.0576,87,3.066,0.3996,38,1.731,0.2256,130.464,26.7222,1.3048,0.19,0.03,0.79,0.652,1.1286,55,,
MedGizmo,1106,27739,132,2936,3028,1768,25.0805,0.0949,0,47,0.462,0.1574,34,1.572,0.5354,135.074,7.6505,5.7255,1,0.06,1,0.698,1.0973,59,,
TowerPB,2579,5483,117,9746,184,131,2.126,1.6914,0.0446,56,2.465,0.2529,206,2.038,0.2091,101.386,35.7687,2.3659,0.53,0.54,0.27,0.538,1.0964,31,,
BushidoGCT,2570,1335,35,1074,705,22,0.5195,0.3716,0.0829,24,1.328,1.2365,314,1.978,1.8417,86.949,31.9914,2.0559,0.14,0.21,0.49,0.539,1.0661,32,,
vortalifer,4113,3009,51,2068,2085,64,0.7316,0.0654,0.037,7,0.146,0.0706,1230,4.331,2.0943,69.088,13.6736,1.4948,0.19,0.03,0.29,0.245,1.0611,35,,
JFC_RU,1173,2123,155,635,310,150,1.8099,0.8645,0.2208,12,1.198,1.8866,250,1.99,3.1339,131.018,30.3352,1.561,0.53,0.11,0.72,0.533,1.0607,44,,
MiSpringboard,2621,1084,160,1432,1382,44,0.4136,0.4254,0.1362,14,0.546,0.3813,173,2.052,1.433,126.541,33.1788,1.6719,0.51,0.12,0.74,0.511,1.0486,40,,
peacock10,3362,12928,149,1567,1581,84,3.8453,0.5458,0.0324,16,0.504,0.3216,267,3.022,1.9285,105.275,43.8237,2.6815,0.47,0.01,0.67,0.346,1.0456,52,,
kolossalgames,365,1666,127,2361,884,32,4.5644,15.5096,0.6,85,6.289,2.6637,283,1.866,0.7903,108.47,38.3483,1.3068,0.35,0.09,0.54,0.555,1.0356,53,,
SavageBloggers,3125,18558,59,1212,6,61,5.9386,0.0445,0.0003,10,1.479,1.2203,9,1.091,0.9002,76.638,-6.8256,1.004,0.99,0,0.99,0.935,1.0201,50,,
ISS_Software,3281,16481,49,299,324,18,5.0232,0,0,1,0.02,0.0669,3,1.006,3.3645,77.651,6.946,0,0,0,1,1,1.006,19,,
GenesisAPS,3012,1201,160,924,934,16,0.3987,0.1182,0.0647,203,1.709,1.8496,94,1.512,1.6364,117.716,33.9999,2.0522,0.4,0.29,0.55,0.659,0.9964,28,,
PlayJellybean,720,1011,133,966,310,19,1.4042,1.0708,0.4319,51,1.597,1.6532,48,1.571,1.6263,112.162,31.0475,1.6322,0.24,0.18,0.57,0.61,0.9583,48,,
ProductionsW7,924,2896,160,858,1983,1,3.1342,2.4177,0.0693,40,3.2,3.7296,1096,2.347,2.7354,108.662,31.3037,1.2179,0.28,0.16,0.66,0.408,0.9576,33,,
trendwatching,3531,10148,150,127829,19752,5357,2.874,0.723,0.0173,38,2.306,0.018,21,1.507,0.0118,129.959,20.713,1.1924,0.29,0.15,0.87,0.627,0.9449,81,,
fanfactories,681,3377,156,896,724,22,4.9589,13.0675,0.1512,62,2.928,3.2679,4508,5.295,5.9096,79.996,18.4375,1.3651,0.06,0.05,0.25,0.177,0.9372,43,,
kidstablebg,1357,3402,49,1792,2147,73,2.507,2.7826,0.2447,28,1.784,0.9955,249,1.866,1.0413,97.827,32.8824,1.4056,0.25,0.14,0.35,0.486,0.9069,48,,
InnaBoxDesign,2274,10781,160,2521,969,124,4.741,3.6631,0.0545,51,2.299,0.9119,678,2.591,1.0278,83.062,36.6464,1.3896,0.23,0.21,0.35,0.341,0.8835,53,,
NeverBoredGames,1453,1866,137,659,254,17,1.2842,9.2553,0.0991,27,1.771,2.6874,469,3.065,4.651,115.631,22.7738,1.8654,0.1,0.16,0.75,0.277,0.849,43,,
NextFab_PHL,3209,5030,124,4412,1224,264,1.5675,0.6226,0.0661,17,1.637,0.371,54,1.461,0.3311,124.715,26.6799,1.3162,0.23,0.17,0.73,0.58,0.8474,52,,
DcanDivaCreates,1805,1699,151,446,436,33,0.9413,0.092,0.0105,8,0.346,0.7758,5428,6.658,14.9283,91.501,24.0741,2.4405,0.78,0.24,0.69,0.127,0.8456,34,,
Jaggededgegear,2138,3379,134,9733,8230,135,1.5804,0.0019,0,61,3.422,0.3516,46,1.34,0.1377,118.714,14.8382,1.8229,0.8,0.76,1,0.618,0.8281,42,,
MobileSyrup,3707,50610,144,92021,453,1868,13.6525,0.2279,0.0011,66,4.274,0.0464,32,1.448,0.0157,112.275,10.7047,2,0,0.94,0.99,0.567,0.821,70,,
bigdaddyj,3955,2105,79,316,133,37,0.5322,0.0187,0.0003,9,0.059,0.1867,100733,100.751,318.8323,48.505,0.9156,1.3571,0.01,0,0.99,0.008,0.806,41,,
manvsmeeple,872,2491,87,4468,409,119,2.8567,11.7259,0.0069,205,11.438,2.56,383,2.36,0.5282,102.241,38.641,1.2472,0.09,0.07,0.47,0.341,0.8048,56,,
JapanimeGames,1958,2461,123,2297,193,55,1.2569,0.9019,0.1001,1696,4.423,1.9256,393,1.675,0.7292,122.417,35.6705,1.6264,0.17,0.09,0.61,0.48,0.804,51,,
MeneerkeP,2868,7983,0,105,231,7,2.7835,0.0052,0.1454,2,0.047,0.4476,421,1.815,17.2857,99.052,3.4816,1.8582,0.13,0.14,0.7,0.426,0.7732,12,,
engineeringcom,3352,11286,143,42567,191,1163,3.3669,0.0221,0.0042,178,2.283,0.0536,88,1.447,0.034,127.624,14.9545,1.5343,0.64,0.27,0.98,0.53,0.7669,53,,
thedicebear,1053,4824,127,1938,1461,87,4.5812,3.4055,0.0275,19,2.499,1.2895,1053,2.471,1.275,122.835,25.1183,2.6746,0.67,0.08,0.76,0.308,0.7611,52,,
LynnWorton,3079,46954,133,2956,2639,242,15.2498,0.569,0.0796,5,0.245,0.0829,45,1.654,0.5595,109.425,13.3189,2.5694,0.42,0.01,0.87,0.46,0.7608,59,,
KickstartMeFast,1001,1718,140,27232,29480,182,1.7163,32.5205,0.016,98,1.173,0.0431,1697,2.499,0.0918,136.363,16.7277,6.5201,0.99,0,0.98,0.302,0.7547,49,,
tenacioustoys,3261,25855,117,7861,2853,208,7.9285,1.2199,0.012,16,0.927,0.1179,2718,3.37,0.4287,117.402,3.6142,1.9875,0.32,0.53,0.94,0.22,0.7414,44,,
LauraMLippman,2782,20572,84,15065,1012,286,7.3947,9.8677,0,1441,35.423,2.3513,440,3.108,0.2063,98.014,14.1957,1,0.01,0.07,0.38,0.23,0.7148,76,,
ReAdverts,493,1944,36,3042,125,1,3.9432,0.8438,0,13,3.986,1.3103,9,0.891,0.2929,129.616,34.9159,3.0192,0.94,0.07,1,0.796,0.7092,44,,
EMULSIVEfilm,1160,46545,155,7705,1481,302,40.125,58.7466,0.1422,176,3.759,0.4879,85,1.825,0.2369,101.277,16.5968,1.954,0.17,0.04,0.43,0.383,0.699,68,,
_Backers_,1490,1937,94,3069,63,1,1.3,0.2799,0,10,3.965,1.292,14,0.872,0.2841,129.701,34.9217,3.0161,0.93,0.07,1,0.794,0.6924,38,Q1,2.105425
alexneskin,3444,1499,143,477,237,31,0.4352,0.025,0.0148,10,0.134,0.2809,5329,7.916,16.5954,73.656,12.421,1.5462,0.25,0.06,0.75,0.087,0.6887,30,,
slloyd14,3043,25820,142,1196,195,55,8.485,0.1709,0.0115,5,0.178,0.1488,3310,9.811,8.2032,83.732,9.0182,1.6126,0.11,0.03,0.91,0.069,0.677,48,,
MeowMoeDotCom,791,50495,0,28373,6662,115,63.8369,15.6738,0,31,4.101,0.1445,12,1.17,0.0412,136.283,12.1561,8.8065,0.98,0,1,0.578,0.6763,69,,
thegamecrafter,3328,8444,160,7070,72,240,2.5373,1.2635,0.1004,84,1.581,0.2236,157,1.409,0.1993,108.344,31.6591,1.1966,0.29,0.05,0.59,0.475,0.6693,57,,
CivilWar_Quotes,774,1085,70,487,199,12,1.4018,0.7571,0.0155,69,3.625,7.4435,45,1.2,2.4641,122.716,-5.2595,1.0709,0.13,0.15,0.33,0.527,0.6324,36,,
DeepTechWire,152,1501,137,3228,2974,27,9.875,1.6974,0.3026,6,0.49,0.1518,1039,2.099,0.6502,131.766,14.976,4.305,0.98,0,0.95,0.301,0.6318,40,,
MurderHoboShow,428,1124,82,170,133,2,2.6262,0.722,0.1332,14,1.195,7.0294,1603,3.43,20.1765,94.053,12.4502,1.6947,0.1,0.09,0.51,0.182,0.6243,29,,
GIANMARIA1977,3140,1972,0,242,298,5,0.628,2.1271,0.0025,8,0.259,1.0702,6716,10.115,41.7975,83.323,16.9676,3.2768,0.18,0.07,0.85,0.06,0.6069,44,,
shawno,4104,26347,64,1220,411,100,6.4198,0.0548,0.0292,17,0.405,0.332,781,2.943,2.4123,90.893,14.5501,1.3788,0.2,0.2,0.34,0.205,0.6033,26,,
NewsWatchTV,3264,8106,113,30757,1283,314,2.4835,0.652,0.0009,611,3.006,0.0977,413,1.545,0.0502,124.885,30.0859,1.271,0.11,0.29,0.83,0.388,0.5995,51,,
Pjschard,2754,32980,120,1792,394,58,11.9753,11.1972,0.0694,142,1.951,1.0887,261,2.405,1.3421,84.479,16.2767,1.148,0.2,0.25,0.16,0.247,0.594,61,,
joy_m_banks,2281,1477,157,292,249,28,0.6475,0.6059,0.0473,34,1.152,3.9452,148,1.658,5.6781,103.643,27.0832,1.6788,0.79,0.12,0.19,0.354,0.5869,45,,
katerussell,3804,38524,129,56232,1119,1746,10.1272,2.0281,0.0276,158,7.061,0.1256,140,1.504,0.0267,87.776,33.6013,1.1103,0.14,0.16,0.4,0.387,0.582,61,,
pthistory,421,31178,135,11012,8163,43,74.057,0.6223,0,9,1.171,0.1063,6,0.987,0.0896,132.044,5.248,1.003,0.99,0.68,0.95,0.589,0.5813,59,,
openhousetv,2858,4380,47,13474,1542,173,1.5325,0.1603,0.0115,190,3.831,0.2843,49,1.131,0.0839,109.801,23.1084,1.2458,0.12,0.12,0.86,0.509,0.5757,49,,
MJLBlogger,1156,7549,151,5138,530,31,6.5303,0.9472,0.0121,10,0.344,0.067,1008,2.807,0.5463,128.8,46.5811,2.1698,0.74,0.3,0.97,0.204,0.5726,52,,
Westlancsbc,3152,3978,149,4849,296,112,1.2621,0.0257,0.0111,12,0.722,0.1489,135,1.209,0.2493,125.688,13.655,1.3425,0.07,0.01,0.92,0.472,0.5706,51,,
KathyHolzapfel,2226,12118,157,9698,8756,395,5.4438,1.0108,0.0045,14,0.573,0.0591,2317,2.768,0.2854,99.518,15.7452,2.4353,0.94,0.02,0.94,0.204,0.5647,44,,
SengledUSA,1564,3574,115,2999,2315,142,2.2852,1.1285,0.0863,50,1.109,0.3698,106,1.397,0.4658,120.617,41.1258,1.7734,0.53,0.3,0.69,0.402,0.5616,50,,
AD360eu,918,11764,155,16421,16796,618,12.8148,2.0076,0.1481,8,0.668,0.0407,573,1.728,0.1052,91.461,13.8599,2.0305,0.59,0.26,0.93,0.323,0.5581,56,,
legionpaper,2754,1793,59,1422,896,47,0.6511,0.3932,0.0802,22,1.724,1.2124,67,1.064,0.7482,126.265,21.2061,2.4196,0.7,0.39,0.63,0.514,0.5469,21,,
yirehbusiness,266,3286,129,2137,3627,12,12.3534,7.9549,0.1203,2,0.141,0.066,5244,5.89,2.7562,109.668,13.1608,1.3603,0.36,0.16,0.93,0.091,0.536,40,,
bestplayco,833,1990,35,2085,352,20,2.389,0.7599,0.1128,30,0.692,0.3319,326,2.007,0.9626,107.852,30.478,1.3077,0.05,0.28,0.81,0.266,0.5339,45,,
KnowTechie,1497,20622,148,1159,361,60,13.7756,2.7248,0.016,17,0.137,0.1182,2998,3.569,3.0794,119.072,3.3683,1.0917,0.22,0.81,0.99,0.148,0.5282,48,,
alleycatgames,809,1842,158,1249,1465,28,2.2769,2.0915,0.063,76,2.801,2.2426,1755,3.467,2.7758,92.139,36.5332,1.7241,0.03,0.1,0.28,0.145,0.5027,43,,
ifshesaysit,2613,2147,158,1921,3472,5,0.8217,0.1787,0.0077,11,0.375,0.1952,4343,9.168,4.7725,86.492,24.4776,2.5476,0.21,0.06,0.84,0.054,0.4951,29,,
hyperstarter,973,16199,155,3027,64,261,16.6485,4.6608,0.0154,9,0.66,0.218,867,1.836,0.6065,136.789,34.1032,1.9754,0.57,0.01,0.98,0.265,0.4865,64,,
TabletopPolish,2333,4275,117,226,149,8,1.8324,1.3498,0.0249,24,1.232,5.4513,1807,4.852,21.469,98.886,20.5219,1.1429,0.03,0.07,0.43,0.099,0.4803,41,,
Shuhenaz,2420,10198,155,802,146,20,4.214,0.0289,0,124,5.673,7.0736,299,4.07,5.0748,84.882,10.2275,1,0.01,0,1,0.116,0.4721,36,,
