screen_name,life_long,Number_of_statues,Length_of_description,followers_count,friends_count,listed_number,Avg_tweets_per_day,Avg_favorite_per_day,Avg_retweets_per_day,Most_favorited,Avg_favorited_per_tweet,Avg_favorites_per_user,Most_retweeted,Avg_retweeted_per_tweet,Avg_retweets_per_user,Avg_length_of_tweets,sentiment_score,Avg_hashtags_per_tweet,tweets_with_hashtags,tweets_with_media,tweets_with_url,retweet_rate,influencial
bigdaddyj,3924,2093,79,313,100,37,0.5334,0.0148,0.0003,9,0.059,0.1885,100733,100.751,321.8882,48.505,0.9156,1.3571,0.01,0,0.99,0.008,0
broadfieldsales,3003,2100,159,304,306,7,0.6993,0.01,0.0559,7,0.286,0.9408,4,0.423,1.3914,106.371,13.6823,0,0,0.84,1,0.371,0
jamiekinney,3418,2179,144,535,293,45,0.6375,0.6317,0.1518,190,1.51,2.8224,1701886,5348.961,9998.0579,112.163,26.2931,1.481,0.24,0.17,0.37,0.641,1
Crowd_Fund_Pro,1372,2190,134,32348,776,38,1.5962,1.2996,0,110,3.206,0.0991,57,1.529,0.0473,138.237,31.3074,1.6643,0.14,0.01,1,0.159,0
triplesense,3395,2205,126,734,673,58,0.6495,0.1043,0.0548,8,0.523,0.7125,33,0.906,1.2343,116.054,-2.07,1.6436,0.48,0.23,0.58,0.416,0
HacksterPro,1809,2656,158,18336,3601,472,1.4682,1.7938,0.0802,200,21.529,1.1741,1764,14.1,0.769,121.332,11.9371,1.1667,0.05,0.69,0.92,0.954,1
DrTCabot,1737,2838,110,6760,189,18,1.6339,0.9159,0.0104,232,15.58,2.3047,162,4.314,0.6382,101.106,37.9288,1.0556,0.02,0.37,0.55,0.781,1
AustinPSports,914,2912,160,371,496,8,3.186,1.4114,0.3282,275,0.819,2.2075,239185,467.498,1260.1024,96.095,12.2491,1.2653,0.05,0.1,0.33,0.406,0
PocketofChRyM,1302,3068,157,150,144,2,2.3564,3.3756,0.2926,71,0.875,5.8333,72336,440.229,2934.86,119.702,10.8179,2.2069,0.12,0.05,0.51,0.478,0
rrounsley,3270,3152,71,123,557,3,0.9639,0.8948,0.1107,794,1.907,15.5041,350684,8027.604,65265.0732,96.227,2.9427,1.2158,0.14,0.12,0.24,0.403,0
leansmarthome,335,3417,101,1589,2136,32,10.2,7.7612,0.0269,8,0.261,0.1643,7,0.355,0.2234,88.227,24.1949,1.3,0.01,0,0.99,0.287,0
